Battery size (kWh),Solar scaling (%),Buy Electricity price (CHF/kWh),Sell PV price (CHF/kWh),Price type selection,Price peak power (CHF/kW max year/year),Battery C rate (-),Battery SOC for backup (%),Level of peak shaving (%),Battery SOC for peak shaving (%),Dataset choice,Self-consumption ratio with storage (%),Autarky ratio with storage (%),PV sell revenue with storage (CHF),Cost Buying Electricity with storage(CHF),Bill with storage (CHF),Gain of storage (CHF),Total gain of solar and storage (CHF),Throughput Energy (kWh),Number of equivalent 80% DOD cycles,Battery total price (CHF),Battery variable price (CHF/kWh),Cost of storage over 15 years (ct/kWh),Peak grid consumption with batt (kW),Reference grid injection (kWh),Reference grid consumption (kWh),Reference self-consumption (%),Reference autarky (%)
10.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House2.csv,34.618387008344406,49.49312773125708,1298.3407065726612,1428.6978589332489,130.35715236058763,196.1662323792268,2698.3625738011615,2157.2185832756118,269.6523229094514,6722.222222222223,572.2222222222223,20.774350435441786,18.218600000000002,14144.092653851867,7463.5225077000905,20.226238166108946,32.45489313415388
9.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House2.csv,33.70950564537411,48.17435577985077,1316.3891703072618,1466.0022212657677,149.61305095850594,176.9103337813085,2679.1066752032434,2011.4984179142102,279.3747802658625,6200.0,577.7777777777778,20.548528880372295,18.218600000000002,14144.092653851867,7463.5225077000905,20.226238166108946,32.45489313415388
8.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House2.csv,32.757428754817475,46.7930304082925,1335.2954059633712,1505.0760445335134,169.78063857014217,156.74274616967227,2658.939087591607,1858.866295774579,290.44785871477796,5666.666666666667,583.3333333333334,20.323020468793853,18.218600000000002,14144.092653851867,7463.5225077000905,20.226238166108946,32.45489313415388
7.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House2.csv,31.740238486796237,45.31741137519907,1355.49465573517,1546.8171712056246,191.32251547045462,135.20086926935983,2637.3972106912947,1695.8150197116447,302.82411066279366,5122.222222222223,588.8888888888889,20.136717596683795,18.218600000000002,14144.092653851867,7463.5225077000905,20.226238166108946,32.45489313415388
6.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House2.csv,30.65944695634378,43.74968844354572,1376.956892212641,1591.163659024864,214.20676681222312,112.31661792759132,2614.512959349526,1522.58655166774,317.2055315974458,4566.666666666667,594.4444444444445,19.995214335170388,18.218600000000002,14144.092653851867,7463.5225077000905,20.226238166108946,32.45489313415388
5.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House2.csv,29.489727162656255,42.05318442448907,1400.1850561250562,1639.1530028670472,238.967946741991,87.55543799782345,2589.7517794197583,1335.128177284213,333.78204432105326,4000.0,600.0,19.973113533495628,18.218600000000002,14144.092653851867,7463.5225077000905,20.226238166108946,32.45489313415388
4.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House2.csv,28.2143513875524,40.20367514386003,1425.511324615944,1691.4704367253926,265.9591121094486,60.56427263036585,2562.7606140523008,1130.7632012750519,353.3635003984537,3422.2222222222226,605.5555555555557,20.1764744281462,18.218600000000002,14144.092653851867,7463.5225077000905,20.226238166108946,32.45489313415388
3.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House2.csv,26.828591198500124,38.194313142132884,1453.0295943659428,1748.3096560382469,295.2800616723041,31.243323067510346,2533.439664489445,908.7350008342138,378.6395836809224,2833.3333333333335,611.1111111111112,20.78591544460045,18.218600000000002,14144.092653851867,7463.5225077000905,20.226238166108946,32.45489313415388
2.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House2.csv,25.24689910662095,35.90121318595644,1484.438657773615,1813.1750268392163,328.73636906560137,-2.2129843257869197,2499.983357096148,655.3546461429271,409.5966538393294,2233.3333333333335,616.6666666666667,22.71882709082336,18.218600000000002,14144.092653851867,7463.5225077000905,20.226238166108946,32.45489313415388
1.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House2.csv,23.351512695819295,33.1538381317013,1522.0770276336934,1890.8905669505787,368.8135393168852,-42.29015457707078,2459.9061868448644,351.77831758291853,439.7228969786481,1622.2222222222222,622.2222222222223,30.743267206244536,18.218600000000002,14144.092653851867,7463.5225077000905,20.226238166108946,32.45489313415388
0.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House2.csv,20.226238166108946,32.45489313415388,1584.1383772314089,1910.6617619712233,326.52338473981445,0.0,2502.196341421935,-0.0,0.0,0.0,0.0,0.0,18.1686,14144.092653851867,7463.5225077000905,20.226238166108946,32.45489313415388
0.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House3.csv,20.855233042839412,28.696303559320274,1217.27890175563,1821.7591802362067,604.4802784805768,0.0,1950.4492289283382,-0.0,0.0,0.0,0.0,0.0,13.871243326699998,10868.561622818124,7116.246797797682,20.855233042839412,28.696303559320274
0.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House3.csv,20.855233042839412,28.696303559320274,1217.27890175563,1821.7591802362067,604.4802784805768,0.0,1950.4492289283382,-0.0,0.0,0.0,0.0,0.0,13.871243326699998,10868.561622818124,7116.246797797682,20.855233042839412,28.696303559320274
1.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House3.csv,24.883058071339534,29.457514352252446,1155.3293046355782,1802.3107810740012,646.981476438423,-42.501197957846216,1907.948030970492,354.21396924401455,442.76746155501814,1622.2222222222222,622.2222222222223,30.53186986921059,13.921243326699999,10868.561622818124,7116.246797797682,20.855233042839412,28.696303559320274
3.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House3.csv,29.64040787682185,35.37099060633355,1082.1593179247775,1651.2256313448638,569.0663134200863,35.413965060490455,1985.8631939888287,944.390335373458,393.4959730722742,2833.3333333333335,611.1111111111112,20.00114590480143,13.921243326699999,10868.561622818124,7116.246797797682,20.855233042839412,28.696303559320274
2.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House3.csv,27.37116050103316,32.550141605348934,1117.061271138021,1723.2963348304693,606.2350636924482,-1.7547852118714218,1948.6944437164668,662.8641498828115,414.2900936767572,2233.3333333333335,616.6666666666667,22.461448385044072,13.921243326699999,10868.561622818124,7116.246797797682,20.855233042839412,28.696303559320274
3.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House3.csv,29.64040787682185,35.37099060633355,1082.1593179247775,1651.2256313448638,569.0663134200863,35.413965060490455,1985.8631939888287,944.390335373458,393.4959730722742,2833.3333333333335,611.1111111111112,20.00114590480143,13.921243326699999,10868.561622818124,7116.246797797682,20.855233042839412,28.696303559320274
4.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House3.csv,31.768689741667128,38.01678602967086,1049.4254719527805,1583.6274233683441,534.2019514155636,70.27832706501317,2020.7275559933514,1208.4458352817376,377.639323525543,3422.2222222222226,605.5555555555557,18.879468279598782,13.921243326699999,10868.561622818124,7116.246797797682,20.855233042839412,28.696303559320274
5.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House3.csv,33.74568214014131,40.47470739664238,1019.0185198810598,1520.8292650946805,501.81074521362075,102.66953326695602,2053.118762195294,1453.7511410382367,363.4377852595592,4000.0,600.0,18.343350463423835,13.921243326699999,10868.561622818124,7116.246797797682,20.855233042839412,28.696303559320274
6.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House3.csv,35.54166397891735,42.70784650407366,991.3955842868252,1463.7741350974306,472.3785508106055,132.1017276699713,2082.5509565983093,1676.6227425899933,349.2964047062486,4566.666666666667,594.4444444444445,18.158196039625967,13.921243326699999,10868.561622818124,7116.246797797682,20.855233042839412,28.696303559320274
7.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House3.csv,37.134728736714465,44.68899942883238,966.8935964315003,1413.157074435875,446.26347800437475,158.21680047620202,2108.6660294045405,1874.3456357991954,334.7045778212849,5122.222222222223,588.8888888888889,18.21870390174214,13.921243326699999,10868.561622818124,7116.246797797682,20.855233042839412,28.696303559320274
8.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House3.csv,38.53916855694514,46.4359144188401,945.2927373010712,1368.524627886818,423.2318905857469,181.24838789482988,2131.697616823168,2048.6911301314485,320.10798908303883,5666.666666666667,583.3333333333334,18.439957698920615,13.921243326699999,10868.561622818124,7116.246797797682,20.855233042839412,28.696303559320274
9.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House3.csv,39.78012671974221,47.97981486421249,926.2062929584911,1329.0790598429815,402.8727668844904,201.6075115960864,2152.0567405244246,2202.775380302686,305.9410250420397,6200.0,577.7777777777778,18.764207055761478,13.921243326699999,10868.561622818124,7116.246797797682,20.855233042839412,28.696303559320274
10.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House3.csv,40.86090997015992,49.324807142092666,909.5834043117097,1294.7154552630495,385.1320509513398,219.34822752923696,2169.797456457575,2337.0082106930445,292.12602633663056,6722.222222222223,572.2222222222223,19.176147781494056,13.921243326699999,10868.561622818124,7116.246797797682,20.855233042839412,28.696303559320274
11.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House3.csv,41.80850620516822,50.504405321887766,895.0089864619101,1264.5775532986058,369.5685668366957,234.91171164388106,2185.360940572219,2454.7343902416524,278.94708980018777,7233.333333333334,566.6666666666667,19.64457841708694,13.921243326699999,10868.561622818124,7116.246797797682,20.855233042839412,28.696303559320274
12.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House3.csv,42.65921425297672,51.563685959558,881.9247485777867,1237.5136797204998,355.58893114271314,248.89134733786364,2199.340576266202,2560.4526464061296,266.7138173339718,7733.333333333334,561.1111111111112,20.135328660703536,13.921243326699999,10868.561622818124,7116.246797797682,20.855233042839412,28.696303559320274
13.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House3.csv,43.45220064027254,52.55128677205069,869.7282934519902,1212.281175146714,342.55288169472385,261.9273967858529,2212.376625714191,2659.01711739748,255.67472282668078,8222.222222222223,555.5555555555557,20.614690464446863,13.921243326699999,10868.561622818124,7116.246797797682,20.855233042839412,28.696303559320274
14.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House3.csv,44.20615354288795,53.49041508161964,858.1321892930391,1188.287108853106,330.1549195600669,274.32535892050987,2224.774587848848,2752.7439388568855,245.78070882650763,8700.0,550.0,21.06988564438917,13.921243326699999,10868.561622818124,7116.246797797682,20.855233042839412,28.696303559320274
15.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House3.csv,44.91690179481033,54.375891057194266,847.200590341044,1165.6638218721332,318.46323153108926,286.0170469494875,2236.466275877826,2841.116153626311,236.75967946885925,9166.666666666668,544.4444444444445,21.509543364888767,13.921243326699999,10868.561622818124,7116.246797797682,20.855233042839412,28.696303559320274
16.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House3.csv,45.581933974402865,55.20459596895505,836.9721232884496,1144.4909955522103,307.5188722637607,296.96140621681604,2247.410635145154,2923.822506438511,228.42363331550865,9622.222222222223,538.8888888888889,21.939822956724754,13.921243326699999,10868.561622818124,7116.246797797682,20.855233042839412,28.696303559320274
17.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House3.csv,46.19862554924749,55.97327062402305,827.4871545178025,1124.851899973904,297.36474545610145,307.1155330244753,2257.5647619528136,3000.5377235412698,220.62777378979922,10066.666666666668,533.3333333333334,22.36636139735174,13.921243326699999,10868.561622818124,7116.246797797682,20.855233042839412,28.696303559320274
18.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House3.csv,46.77941037360505,56.69735561249543,818.5544462626506,1106.3520389447046,287.7975926820541,316.6826857985227,2267.131914726861,3072.802805686579,213.38908372823468,10500.0,527.7777777777778,22.780505104478834,13.921243326699999,10868.561622818124,7116.246797797682,20.855233042839412,28.696303559320274
20.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House3.csv,47.76489299236438,57.92685746015977,803.3973203276921,1074.9391334445904,271.5418131168983,332.93846536367846,2283.387694292017,3195.509467796401,199.71934173727507,11333.333333333336,516.6666666666667,23.644290939202914,13.921243326699999,10868.561622818124,7116.246797797682,20.855233042839412,28.696303559320274
25.0,100.0,0.256,0.11199999999999999,**Fixed price**,0.0,0.5,20.0,100.0,20.0,House3.csv,49.33716878822622,59.89361689199132,779.2150752137529,1024.6898163809788,245.47474116722583,359.00553731335094,2309.454766241689,3391.7958625761344,169.58979312880672,13222.222222222223,488.8888888888889,25.988636026343265,13.921243326699999,10868.561622818124,7116.246797797682,20.855233042839412,28.696303559320274
